id,iri,term,synonyms,facet,level,parent_id,definition,definition_source,pathway_stage,climate_scope,adaptation_tag,adaptation_condition,mitigation_tag,is_hazard,provenance,status,version
TRT_09,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/TRT_09,Abiotic stress tolerance,stress-tolerant; stress tolerance; Stress tolerance index,Breeding trait,1,,"Heritable crop trait conferring the ability to maintain growth and yield under non-living climate stresses such as drought, heat, flooding, or salinity.",AGROVOC: abiotic stress (c_35768),Cross-cutting,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
TRT_10,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/TRT_10,Low enteric methane,low-methane; low methane emitting,Breeding trait,1,,Heritable characteristic of ruminant livestock associated with lower enteric methane emission per unit of feed intake or product.,FAO; animal breeding literature,Cross-cutting,Mitigation,n/a,n/a (mitigation),Mitigation-specific,FALSE,Domain expert,current,5.0.0-draft
STK_001,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_001,Producer,crop farmers; cultivators; agricultural households,Stakeholder,1,,"Actor category comprising individuals and households who cultivate crops, raise animals, or fish as a primary livelihood; includes smallholders, commercial producers, pastoralists, and fisherfolk.",Actor category (CGIAR portfolio; no AGROVOC concept),Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_066,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_066,Farmer,,Stakeholder,2,STK_001,Producer who cultivates crops or raises livestock on a farm holding.,AGROVOC: farmers,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
STK_002,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_002,Smallholder farmer,smallholder; family farmer,Stakeholder,3,STK_066,"Farmer who manages a small landholding, typically relying on family labour and facing high exposure to climate risk.",AGROVOC: smallholders,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_003,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_003,Commercial farmer,medium-scale farmer; market-oriented farmer,Stakeholder,3,STK_066,"Farmer who manages a larger, market-oriented operation with greater capacity to invest in adaptation technologies.",AGROVOC: commercial farming,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_004,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_004,Subsistence farmer,subsistence producer,Stakeholder,3,STK_066,Farmer who grows crops or raises animals primarily for household consumption with minimal market surplus.,AGROVOC: subsistence farming,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_005,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_005,Pastoralist,herders; livestock keepers,Stakeholder,2,STK_001,"Producer whose primary livelihood depends on herding livestock in dryland or rangeland systems, with high exposure to climate-driven changes in rainfall, pasture, and water availability.",AGROVOC: pastoralists,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_059,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_059,Mobile pastoralist,nomadic herders; transhumant herders,Stakeholder,3,STK_005,"Pastoralist who moves livestock seasonally across landscapes in response to rainfall and pasture availability, with high exposure to climate-driven rangeland degradation and limited access to services.",AGROVOC: nomadism (c_16142),Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_060,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_060,Agropastoralist,mixed crop-livestock households; farmer-herders,Stakeholder,3,STK_005,"Pastoralist whose household combines crop farming with livestock keeping, using both as complementary risk-management strategies under climate stress.",AGROVOC: agropastoral systems,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_006,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_006,Fisherfolk,fishing communities,Stakeholder,2,STK_001,"Producer whose primary livelihood depends on fishing or aquaculture, and who is affected by climate-driven changes in water temperature, water availability, fish stocks, and weather patterns.",AGROVOC: fishers,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_061,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_061,Inland fisherfolk,freshwater fisherfolk,Stakeholder,3,STK_006,"Fisherfolk whose livelihood depends on freshwater fisheries in rivers, lakes, or reservoirs.",AGROVOC: inland fisheries,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_062,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_062,Coastal and marine fisherfolk,marine fisherfolk; artisanal fishing communities,Stakeholder,3,STK_006,"Fisherfolk whose livelihood depends on coastal or marine fisheries affected by sea surface temperature change, ocean acidification, increased storm intensity, and shifts in fish distribution.",AGROVOC: marine fisheries,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_007,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_007,Aquaculture producer,fish farmer,Stakeholder,2,STK_001,"Producer who farms aquatic organisms such as fish, molluscs, crustaceans, or aquatic plants under managed conditions.",AGROVOC: aquaculturists; FAO,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_067,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_067,Worker,,Stakeholder,1,,"Actor category comprising people employed for labour in agri-food systems - on farms, in processing, distribution and services.",ILO (agricultural workers / decent work),Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
STK_008,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_008,Forest-dependent population,forest-dependent community; forest people,Stakeholder,2,STK_009,Social group whose livelihoods and food security depend on forest and tree resources.,FAO Forest Resources Assessment,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_009,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_009,Social group,social category,Stakeholder,1,,"Actor category that groups people by a shared social identity or position - such as gender, age, indigeneity, or mobility - that shapes their differential exposure, vulnerability, and adaptive capacity to climate hazards in agri-food systems.",AGROVOC: social groups,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_010,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_010,Women,female farmers,Stakeholder,2,STK_009,"Social group comprising women who manage or co-manage farming, pastoral, or fishing operations and who often face gender-differentiated constraints in accessing adaptation resources, land rights, credit, and advisory services.",AGROVOC: women,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_011,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_011,Youth,young farmers; next-generation farmers,Stakeholder,2,STK_009,"Social group comprising young people engaged in or entering agriculture, including those inheriting family farms.",AGROVOC: youth,Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
STK_013,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/STK_013,Persons with disabilities,people with disabilities; PWD,Stakeholder,2,STK_009,"Social group comprising persons with long-term physical, mental, intellectual, or sensory impairments whose interaction with barriers can heighten their vulnerability to climate hazards and constrain their access to adaptation support.",UN Convention on the Rights of Persons with Disabilities (CRPD),Stakeholder,Adaptation,Adaptation-conditional,"Stakeholder is engaged in a qualifying intervention (adopts, finances, or promotes), OR benefits from a qualifying outcome or impact; NOT adaptation when named only as an actor in a value chain or project, with no climate-risk role.",n/a,FALSE,Domain expert,current,5.0.0-draft
